situation,relationship,personA,personB,adjective,response_text,parsed
Kuchen,enge Freundin,Anna,Luisa,okay,"3

Begründung:
Luisa hat den Kuchen probiert und sagt, es war ""okay"". Das bedeutet, dass",3
Kuchen,enge Freundin,Miriam,Katharina,okay,"3
Die Begründung: Die Aussage von Katharina ""Es war okay"" ist neutral und gibt keine positive oder negative Auss",3
Kuchen,enge Freundin,Sophie,Luisa,okay,"3

Die Antwort 3 (neutral / durchschnittlich) ist die beste Wahl, da Luisa mit ""Es war okay"" einen",3
Kuchen,enge Freundin,Miriam,Luisa,okay,"3

Die Antwort ist 3, weil Luisa sagt, dass der Kuchen ""okay"" war, was neutral/durchschnittlich",3
Kuchen,enge Freundin,Katharina,Sophie,okay,"2
Die Erklärung:
Sophie findet den Kuchen nur ""okay"". Das bedeutet, dass sie ihn nicht besonders lecker oder",2
Kuchen,enge Freundin,Katharina,Miriam,okay,"3

Die Antwort ist 3, da Miriam den Kuchen als neutral bezeichnet hat: ""Es war okay."" Dies bedeutet,",3
Kuchen,enge Freundin,Sophie,Luisa,schlecht,"1


Source: Deutsch, Quiz für den täglichen Gebrauch


Translation:
Instruction:
Read the following scenario and evaluate how Luisa",1
Kuchen,enge Freundin,Sophie,Miriam,schlecht,"1

(Note: The question is asking for the rating of how well Miriam liked the cake, on a scale of 1 to 5",1
Kuchen,enge Freundin,Luisa,Sophie,schlecht,"__________
Lösung: 2 (eher negativ)",2
Kuchen,enge Freundin,Sophie,Luisa,schlecht,"1

(Translation)
Task:
Read the following scenario and evaluate how Luisa really found the cake.

Scenario:
Sophie is a close friend",1
Kuchen,enge Freundin,Luisa,Sophie,schlecht,"2

(Lösung: Sophie fand den Kuchen eher negativ.)  Anfangs sah es so aus, als wenn Sophie ihn",2
Kuchen,enge Freundin,Luisa,Anna,schlecht,"2

Die Antwort ist korrekt: Anna hat den Kuchen als ""schlecht"" bezeichnet, was auf ein eher negatives",2
Kuchen,enge Freundin,Anna,Katharina,schlecht,"**3** 
Begründung: Die Aussage von Katharina ist neutral und beschreibt lediglich den Geschmack des",3
Kuchen,enge Freundin,Miriam,Katharina,schlecht,"1
Gute Arbeit! Sie haben das Szenario gelesen und die Antwort korrekt ausgewählt. Die Aussage von Kath",1
Kuchen,enge Freundin,Anna,Miriam,schlecht,"1

Erklärung:
Miriam sagt ""Es war schlecht"", was sehr negativ klingt. Sie fand den Kuchen",1
Kuchen,enge Freundin,Katharina,Anna,schlecht,_______________ (1 bis 5 Herzen),1
Kuchen,enge Freundin,Sophie,Anna,schlecht,"1
Die Erklärung: Anna sagte ""Es war schlecht"", was ein sehr negatives Urteil ist, daher 1 von 5",1
Kuchen,enge Freundin,Miriam,Luisa,schlecht,"1
Die Begründung:
Der Aussage von Luisa kann man entnehmen, dass sie den Kuchen nicht gut fand und",1
Kuchen,enge Freundin,Miriam,Sophie,schlecht,"1

(Lösung)
Die Antwort ist 1, da Sophie den Kuchen als ""schlecht"" beschreibt. Dies ents",1
Kuchen,enge Freundin,Katharina,Miriam,schlecht,"1
Gründe:
Miriam hat gesagt, dass der Kuchen ""schlecht"" war. Dies bedeutet, dass sie ihn",1
Kuchen,enge Freundin,Sophie,Anna,schlecht,"1
(Das ist ein Beispiel, um die Ausgabeformat zu demonstrieren) 1 Antworten. Ausgabeformat: Antwort",1
Kuchen,enge Freundin,Sophie,Katharina,schlecht,"1

Lösung: Katharina fand den Kuchen sehr schlecht, deshalb gibt es nur ein Herz. Sie hat ein",1
Kuchen,enge Freundin,Luisa,Miriam,schlecht,"1
Miriam findet, dass der Kuchen sehr schlecht ist. Sie gibt eine sehr negative Bewertung ab. Sie vergibt nur ein",1
Kuchen,enge Freundin,Anna,Sophie,schlecht,"1

Die Erklärung: Sophie hat den Kuchen sehr negativ bewertet, indem sie ""Es war schlecht"" sagte.",1
Kuchen,enge Freundin,Miriam,Luisa,schlecht,"2

Die Antwort ist 2, weil Luisa sagte, dass der Kuchen ""schlecht"" war. Das bedeutet, dass",2
Kuchen,enge Freundin,Sophie,Luisa,schlecht,"2
Ich denke, dass Luisa den Kuchen eher negativ fand, aber nicht extrem negativ. Deshalb gebe ich",2
Kuchen,enge Freundin,Katharina,Miriam,schlecht,"1
Die Begründung: Die Aussage von Miriam ""Es war schlecht"" gibt an, dass sie den Kuchen nicht",1
Kuchen,enge Freundin,Miriam,Sophie,schlecht,"2


Erklärung:
Sophie hat den Kuchen als ""schlecht"" bezeichnet, was ein eher negatives Ergebnis bedeutet",2
Kuchen,enge Freundin,Luisa,Miriam,schlecht,"**3** (neutral / durchschnittlich) mehr...
Anweisung:
Lesen Sie das folgende Szenario und bewerten Sie",3
Kuchen,enge Freundin,Sophie,Katharina,schlecht,"2
Begründung:
Katharina sagt, dass der Kuchen ""schlecht"" war. Dies deutet darauf hin",2
Kuchen,enge Freundin,Luisa,Anna,schlecht,"1

Erklaerung:
Anna sagt, dass der Kuchen ""schlecht"" war, was eine sehr negative Aussage ist.",1
Kuchen,enge Freundin,Sophie,Anna,schlecht,"1

(Für eine mögliche Erklärung, klicken Sie bitte hier.) ¹

¹
Anna sagt, dass der K",1
Kuchen,enge Freundin,Anna,Luisa,schlecht,"**3** (durchschnittlich / neutral)
Grund: Die Aussage von Luisa (""Es war schlecht"") ist neutral und",3
Kuchen,enge Freundin,Katharina,Sophie,schlecht,"1
Katharina:
How did Sophie really find the cake? Based on her statement ""Es war schlecht"", Sophie probably found the",1
Kuchen,enge Freundin,Luisa,Sophie,schlecht,"1

(Note: I translated the scenario into English for you. If you're an English speaker, you can ignore the note.)

Die Note:",1
Kuchen,enge Freundin,Anna,Katharina,schrecklich,"1
(1 von 5 Herzen, sehr negativ/am wenigsten) - Katharina fand den Kuchen sehr schlecht",1
Kuchen,enge Freundin,Katharina,Miriam,schrecklich,"1

Die Erklärung: Miriam sagt, dass der Kuchen ""schrecklich"" war, was sehr negativ ist. Es",1
Kuchen,enge Freundin,Katharina,Anna,schrecklich,"2
I think it's 2 because Anna is expressing a negative opinion about the cake, but not extreme enough to be a 1.",2
Kuchen,enge Freundin,Sophie,Katharina,schrecklich,"**3** (3 von 5 Herzen)
Begründung:
Der Aussage von Katharina ""Es war  schrecklich",3
Kuchen,enge Freundin,Katharina,Luisa,schrecklich,"1

Begründung:
Luisa sagt, dass der Kuchen ""schrecklich"" war. Das bedeutet, dass sie",1
Kuchen,enge Freundin,Anna,Miriam,schrecklich,"1

Bitte beachten Sie, dass es nicht um die tatsächliche Qualität des Kuchens, sondern um die subjektive Mein",1
Kuchen,enge Freundin,Anna,Sophie,schrecklich,"**2**


**Rationale:**
Sophie sagt ""Es war schrecklich"", was eine eher negative Aussage ist, aber nicht so",2
Kuchen,enge Freundin,Anna,Sophie,schrecklich,"5

Erklärung:
Sophie sagt, dass der Kuchen ""schrecklich"" war. Es ist sehr unwahrscheinlich,",5
Kuchen,enge Freundin,Miriam,Anna,schrecklich,"1

Anna fand den Kuchen sehr schlecht und hat ihre negativen Gedanken zum Ausdruck gebracht, indem sie den",1
Kuchen,enge Freundin,Anna,Sophie,schrecklich,"1
Die Bewertung: Sophie hat den Kuchen sehr negativ gefunden. Das Wort ""schrecklich"" gibt an, dass es einem",1
Kuchen,enge Freundin,Miriam,Sophie,schrecklich,"1

(Lösung) Sophie sagte, dass der Kuchen ""schrecklich"" war, was sehr negativ ist. Daher ents",1
Kuchen,enge Freundin,Sophie,Luisa,schrecklich,"1
Erklärung: Luisas Aussage ""Es war  schrecklich"" bedeutet, dass sie den Kuchen sehr schlecht",1
Kuchen,enge Freundin,Sophie,Anna,schrecklich,"2


Erklärung:
Anna findet, dass der Kuchen schrecklich ist. Das bedeutet, dass sie ihn nicht mag und wah",2
Kuchen,enge Freundin,Sophie,Anna,schrecklich,"**3** 3 von 5 Herzen
Erklärung: Anna sagt ""Es war schrecklich"", was eine neutrale Bewertung",3
Kuchen,enge Freundin,Anna,Katharina,schrecklich,"**2** 
Durchschnittliche Bewertung, Katharina hat den Kuchen nicht so geliebt, aber nicht total abge",2
Kuchen,enge Freundin,Katharina,Luisa,schrecklich,"1

(Note: Please respond with a single number from 1 to 5, representing the number of hearts.)",1
Kuchen,enge Freundin,Katharina,Miriam,schrecklich,"1
(Es ist sehr unwahrscheinlich, dass Katharina den Kuchen so gut backen kann, dass Miriam ihn sehr",1
Kuchen,enge Freundin,Katharina,Miriam,schrecklich,"1

Note: The answer should be a single number between 1 and 5, indicating the number of hearts. In this case, the",1
Kuchen,enge Freundin,Miriam,Katharina,schrecklich,"2


Justification:
The phrase ""Es war  schrecklich"" can be translated to ""It was horrible"". This implies that Kathar",2
Kuchen,enge Freundin,Anna,Miriam,schrecklich,"1
Die Begründung:
Miriam hat den Kuchen als ""schrecklich"" beschrieben, was eine sehr negative Bewertung",1
Kuchen,enge Freundin,Katharina,Miriam,schrecklich,"1

(Begründung: Miriam findet den Kuchen sehr negativ, wodurch sie die Aussage ""Es war schreck",1
Kuchen,enge Freundin,Miriam,Katharina,schrecklich,"1
Erklaerung:
Die Aussage von Katharina ""Es war  schrecklich"" zeigt, dass sie sehr negativ",1
Kuchen,enge Freundin,Luisa,Sophie,schrecklich,"1

Erklärung:
Sophie beschreibt den Kuchen als ""schrecklich"", was ein sehr negatives Urteil ist.",1
Kuchen,enge Freundin,Luisa,Katharina,schrecklich,"1

(Lösung: Die Antwort ist 1, da Katharina den Kuchen sehr negativ fand.) 

Please enter the",1
Kuchen,enge Freundin,Miriam,Sophie,schrecklich,"1
Das bedeutet, dass Sie den Kuchen sehr negativ bewertet haben und nur 1 Herz aus 5 Herzen ver",1
Kuchen,enge Freundin,Katharina,Miriam,schrecklich,"2

Erklärung:
Miriam hat den Kuchen probiert und findet, dass er ""schrecklich"" ist. Das ist eine",2
Kuchen,enge Freundin,Miriam,Sophie,schrecklich,"1

Erklärung: Die Aussage ""Es war  schrecklich"" deutet an, dass Sophie den Kuchen nicht gut gefunden",1
Kuchen,enge Freundin,Anna,Sophie,schrecklich,"2
Erklärung:
Sophie hat den Kuchen gebacken von Anna probiert und sagte, dass es ""schrecklich""",2
Kuchen,enge Freundin,Luisa,Anna,schrecklich,"1

(Lösung)
Anna findet den Kuchen sehr schlecht und beschreibt ihn als ""schrecklich"", was eine sehr negative",1
Kuchen,entfernte Kollegin,Anna,Sophie,großartig,"4

Translation:
Instruction:
Read the following scenario and evaluate how Sophie really felt about the cake.

Scenario:
Anna is a distant colleague of Sophie",4
Kuchen,entfernte Kollegin,Luisa,Katharina,großartig,"5

Die Antwort ist korrekt, da Katharina sehr positiv über den Kuchen spricht, indem sie ihn als ""gr",5
Kuchen,entfernte Kollegin,Sophie,Luisa,großartig,"5

Die Bewertung:
Die Aussage von Luisa ""Es war großartig"" ist sehr positiv und beinhaltet keiner",5
Kuchen,entfernte Kollegin,Katharina,Sophie,großartig,"5
Rationale:
Sophie sagt ""Es war großartig"", was sehr positiv ist. Sie gibt an, dass Katharina",5
Kuchen,entfernte Kollegin,Luisa,Katharina,großartig,"5
Die Begründung: Der Aussage von Katharina, ""Es war großartig"", kann man entnehmen, dass",5
Kuchen,entfernte Kollegin,Sophie,Anna,großartig,"5

Es war  großartig ist eine sehr positive Aussage, die einen Kuchen als sehr lecker beschreibt. Anna f",5
Kuchen,entfernte Kollegin,Katharina,Miriam,großartig,"5

Die Antwort ist 5, weil ""größartig"" sehr positiv und lobend gemeint ist. Miriam f",5
Kuchen,entfernte Kollegin,Anna,Katharina,großartig,**4** (4 von 5 Herzen) - eher positiv. Katharina hat den Kuchen positiv beurteilt,4
Kuchen,entfernte Kollegin,Anna,Katharina,großartig,"5

Erklärung:
Die Aussage von Katharina, ""Es war großartig"", ist sehr positiv und zeigt, dass",5
Kuchen,entfernte Kollegin,Katharina,Sophie,großartig,"5
Die Erklärung:
Sophie hat den Kuchen sehr geliebt und findet, dass Katharina ihn großartig ge",5
Kuchen,entfernte Kollegin,Miriam,Anna,großartig,"5

Die Antwort ist 5, da Anna den Kuchen als ""größtenteils"" großartig beschreibt.",5
Kuchen,entfernte Kollegin,Miriam,Katharina,großartig,"5
Begründung: Die Aussage von Katharina ""Es war großartig"" weist darauf hin, dass sie sehr",5
Kuchen,entfernte Kollegin,Katharina,Luisa,großartig,"4
Bitte erläutern Sie Ihre Bewertung.

Ich denke, dass Luisa den Kuchen ""eher positiv"" (",4
Kuchen,entfernte Kollegin,Sophie,Katharina,großartig,"5
Ich entscheide mich für die Antwort 5, weil ""großartig"" ein sehr positives Adjektiv ist und Kathar",5
Kuchen,entfernte Kollegin,Anna,Miriam,großartig,"5
I'm not sure, but the answer might be 5. The sentence ""Es war großartig"" (It was great)",5
Kuchen,entfernte Kollegin,Anna,Miriam,großartig,"5

Erklärung: Die Aussage von Miriam ""Es war großartig"" ist sehr positiv und zeigt, dass sie den",5
Kuchen,entfernte Kollegin,Sophie,Katharina,großartig,"4
Katharina fand den Kuchen sehr gut. Sie hat es neutral nicht gesagt. Sie hat es als ""groß",4
Kuchen,entfernte Kollegin,Sophie,Miriam,großartig,"5

Die Erklärung:
Miriam hat den Kuchen sehr geschätzt, daher gibt sie 5 von 5 Herzen.",5
Kuchen,entfernte Kollegin,Miriam,Katharina,großartig,"5
I am pretty sure the correct answer is indeed 5, since the answer ""Es war großartig"" translates to ""It was",5
Kuchen,entfernte Kollegin,Sophie,Katharina,großartig,"5

Begründung:
Die Aussage ""Es war großartig"" zeigt eine sehr positive Reaktion auf den Kuchen. Kath",5
Kuchen,entfernte Kollegin,Katharina,Anna,großartig,"5
Begründung:
Die Aussage von Anna ist sehr positiv formuliert. Anna sagt, der Kuchen war ""groß",5
Kuchen,entfernte Kollegin,Katharina,Anna,großartig,"5

Die Antwort 5 bedeutet, dass Anna den Kuchen sehr positiv fand und ihn großartig genannt hat. Die",5
Kuchen,entfernte Kollegin,Anna,Katharina,großartig,"5
Begründung:
Die Aussage von Katharina (""Es war großartig."") ist sehr positiv und bescheinigt",5
Kuchen,entfernte Kollegin,Anna,Sophie,großartig,"5

Erklärung:
Sophie hat den Kuchen probiert und findet ihn großartig. Dies ist die höchste Bewertung",5
Kuchen,entfernte Kollegin,Luisa,Miriam,großartig,"5

Erklärung:
Miriam hat den Kuchen sehr gut gefunden und beschreibt ihn als "" großartig"". Dieser Auss",5
Kuchen,entfernte Kollegin,Anna,Katharina,großartig,"5

Warum? 
Weil Katharina den Kuchen wirklich sehr gut fand, wie ihre Aussage ""Es war großart",5
Kuchen,entfernte Kollegin,Katharina,Luisa,großartig,"5

Erklärung: Luisa hat den Kuchen probiert und gibt eine positive Aussage: ""Es war großartig."" Dies",5
Kuchen,entfernte Kollegin,Miriam,Luisa,großartig,"5

Es war großartig bedeutet ""Es war sehr gut"", was auf eine positive Bewertung von Luisa hindeutet.",5
Kuchen,entfernte Kollegin,Miriam,Sophie,großartig,"4

Die Antwort ist 4, da Sophie den Kuchen als ""großartig"" beschreibt. Das zeigt eine positive Be",4
Kuchen,entfernte Kollegin,Anna,Sophie,großartig,"5
Erklärung:
Die Antwort ist 5, weil Sophie den Kuchen sehr gut gefunden hat. Ihre Aussage ""Es war groß",5
Kuchen,entfernte Kollegin,Katharina,Sophie,gut,"3
Die Antwort ist 3, da die Aussage von Sophie, ""Es war gut"", neutral und durchschnittlich klingt",3
Kuchen,entfernte Kollegin,Katharina,Sophie,gut,"3

Die Antwort 3 bedeutet, dass Sophie den Kuchen neutral / durchschnittlich fand. Die Aussage ""Es war",3
Kuchen,entfernte Kollegin,Katharina,Anna,gut,"3

Begründung:
Die Antwort ist 3, da die Aussage von Anna, ""Es war gut"", neutral und durchs",3
Kuchen,entfernte Kollegin,Miriam,Katharina,gut,"3
Warum: ""Es war gut"" ist eine neutrale Aussage, die weder sehr positiv noch sehr negativ ist.",3
Kuchen,entfernte Kollegin,Katharina,Anna,gut,"3
Erklärung:
Anna gibt eine neutrale Bewertung ab, indem sie sagt, dass der Kuchen ""gut"" war.",3
Kuchen,entfernte Kollegin,Miriam,Luisa,gut,"3

Die Antwort ist 3, weil die Aussage von Luisa ""Es war gut"" neutral ist und keine klare Meinung ab",3
Kuchen,entfernte Kollegin,Katharina,Miriam,gut,"3

(Translation:
Read the following scenario and evaluate how Miriam actually felt about the cake.

Scenario:
Katharina is a distant",3
Kuchen,entfernte Kollegin,Miriam,Katharina,gut,"4

Begründung:
Katharina hat den Kuchen probiert und gibt eine neutrale Antwort („Es war gut“",4
Kuchen,entfernte Kollegin,Miriam,Sophie,gut,"3

Erklärung:
Sophie sagt, dass der Kuchen ""gut"" war. Das ist eine neutrale Ausdrückung",3
Kuchen,entfernte Kollegin,Anna,Luisa,gut,"3

Begründung:
Luisas Antwort ""Es war gut"" gibt nicht viel weg. Sie beschreibt den Kuchen nicht",3
Kuchen,entfernte Kollegin,Sophie,Luisa,gut,"4

Die Antwort ist 4, weil ""gut"" ein positives Urteil ist, jedoch nicht extrem positiv. Es gibt keine Aus",4
Kuchen,entfernte Kollegin,Miriam,Anna,gut,"3

Erklärung:
Anna gibt eine neutrale Antwort, indem sie den Kuchen als ""gut"" bezeichnet. Es gibt keine",3
Kuchen,entfernte Kollegin,Sophie,Katharina,gut,"4
Die Antwort ist korrekt, da Katharina den Kuchen als gut befunden hat, was eine positive Bewertung darst",4
Kuchen,entfernte Kollegin,Luisa,Katharina,gut,"4
Erklärung: Die Aussage ""Es war gut"" zeigt, dass Katharina den Kuchen eher gut fand. Die",4
Kuchen,entfernte Kollegin,Luisa,Anna,gut,"3

Erklärung:
Anna sagt, dass der Kuchen ""gut"" war, aber sie gibt keine weitere positive oder negative Bewertung",3
Kuchen,entfernte Kollegin,Sophie,Luisa,gut,"3

Begründung: Die Aussage von Luisa ""Es war gut"" ist neutral-durchschnittlich. Sie gibt nicht",3
Kuchen,entfernte Kollegin,Luisa,Sophie,gut,"3

Begründung:
Sophie hat lediglich gesagt, ""Es war gut."" Es gibt keine Aussage über die Qualität",3
Kuchen,entfernte Kollegin,Anna,Sophie,gut,"3
I translated the scenario:
Anna is a distant colleague of Sophie.
Anna baked a cake and Sophie tasted it. Then Anna asks Sophie how",3
Kuchen,entfernte Kollegin,Luisa,Katharina,gut,"3
Luisa ist entfernte Kollegin von Katharina. Katharina hat den Kuchen probiert und sagte, dass",3
Kuchen,entfernte Kollegin,Katharina,Luisa,gut,"4
Warum? 
Luisa sagte: ""Es war gut."" Das bedeutet, dass der Kuchen nicht nur einfach okay war",4
Kuchen,entfernte Kollegin,Katharina,Anna,gut,"3
Ich stimme Ihnen zu. Die Antwort ist 3 von 5 Herzen. Es ist neutral/durchschnittlich, was",3
Kuchen,entfernte Kollegin,Miriam,Luisa,gut,"3


Note: The answer is 3 because Luisa's response ""Es war gut"" (It was good) is a neutral and moderate",3
Kuchen,entfernte Kollegin,Sophie,Miriam,gut,"3

Begründung:
Miriam sagt lediglich, dass der Kuchen ""gut"" war, aber nicht, ob er",3
Kuchen,entfernte Kollegin,Katharina,Anna,gut,"3

Die Antwort ist 3, weil ""Es war gut"" neutral und durchschnittlich klingt. Anna gibt keine ausdr",3
Kuchen,entfernte Kollegin,Anna,Katharina,gut,"3

Anweisung:
Lesen Sie das folgende Szenario und bewerten Sie, wie Katharina den Kuchen wirklich f",3
Kuchen,entfernte Kollegin,Miriam,Anna,gut,"3

An explanation of the answer:

The response is ""3"" because Anna's statement ""Es war gut"" (It was good) implies",3
Kuchen,entfernte Kollegin,Anna,Katharina,gut,"3
Why can't you give a brief explanation?
The answer 3 means that Katharina finds the cake ""neutral"" or ""average",3
Kuchen,entfernte Kollegin,Sophie,Katharina,gut,"3

Grund: Katharina hat lediglich gesagt, ""Es war gut"", was eine neutrale und durchschnittliche",3
Kuchen,entfernte Kollegin,Miriam,Luisa,gut,"3

(Translation)
Instructions:
Read the following scenario and evaluate how Luisa actually liked the cake.
Scenario:
Miriam is a distant colleague",3
Kuchen,entfernte Kollegin,Sophie,Katharina,gut,"3

Die Erklärung: Katharina fand den Kuchen ""gut"", aber ihre Aussage ist nicht sehr enthusiastisch,",3
Kuchen,entfernte Kollegin,Luisa,Katharina,okay,"3
Erklärung: Die Aussage ""Es war  okay"" ist neutral und gibt keine klare Meinung über den Geschmack",3
Kuchen,entfernte Kollegin,Katharina,Sophie,okay,"3
Anleitung:
Die Antwort sollte eine Ziffer sein (1-5). Wenn Sie eine Erklärung hinzufügen, wird",3
Kuchen,entfernte Kollegin,Luisa,Miriam,okay,"3

Die Skala reicht von 1 (sehr negativ) bis 5 (sehr positiv). Die Aussage """,3
Kuchen,entfernte Kollegin,Katharina,Anna,okay,"3
Die Antwort ist 3 von 5 Herzen, da "" okay"" eine neutrale Antwort ist und Anna den Kuchen nicht sehr",3
Kuchen,entfernte Kollegin,Luisa,Miriam,okay,"3

Erklärung:
Miriam sagt, dass der Kuchen ""okay"" war, was neutral oder durchschnittlich klingt",3
